OBJECTID,BASINID,COUNT,AREA,SUM
8018,8140,1897,3.2934027,456485.2500000
8019,8141,262,0.4548611,72219.2343750
8020,8142,95,0.1649306,276878.6562500
8021,8143,1193,2.0711806,995440.0625000
8022,8144,697,1.2100694,817093.9375000
8023,8145,253,0.4392361,192918.2343750
8024,8146,67,0.1163194,213984.8906250
8025,8147,1034,1.7951388,226705.9375000
8026,8148,157,0.2725694,101006.8593750
8027,8149,80,0.1388889,279553.7187500
8028,8150,865,1.5017362,765717.8750000
8029,8151,555,0.9635417,229187.2187500
8030,8152,122,0.2118056,131311.1718750
8031,8153,251,0.4357639,44555.2500000
8032,8154,84,0.1458333,92094.1484375
8033,8155,247,0.4288194,43742.6796875
8034,8156,55,0.0954861,21422.3320313
8035,8157,160,0.2777778,588161.2500000
8036,8158,91,0.1579861,102386.9843750
8037,8159,76,0.1319444,49368.8632813
8038,8160,140,0.2430556,77011.3750000
8039,8161,1202,2.0868056,501947.1875000
8040,8162,410,0.7118056,346625.9687500
8041,8163,298,0.5173611,744905.8750000
8042,8164,498,0.8645833,115527.8593750
8043,8165,80,0.1388889,44155.4296875
8044,8166,2427,4.2135415,926427.8125000
8045,8167,348,0.6041667,115941.8359375
8046,8168,109,0.1892361,90902.7812500
8047,8169,629,1.0920138,877536.5000000
8048,8170,451,0.7829861,156865.2500000
8049,8171,153,0.2656250,77745.6718750
8050,8172,2047,3.5538194,181961.6562500
8051,8173,60,0.1041667,30562.7089844
8052,8174,172,0.2986111,84736.2968750
8053,8175,118,0.2048611,26130.6386719
8054,8176,169,0.2934028,652646.0625000
8055,8177,58,0.1006944,19178.2949219
8056,8178,60,0.1041667,9862.1132813
8057,8179,249,0.4322917,32658.1542969
8058,8180,53,0.0920139,12772.4042969
8059,8181,74,0.1284722,77697.0703125
8060,8182,71,0.1232639,777538.3750000
8061,8183,1539,2.6718750,8449939.0000000
8062,8184,93,0.1614583,192190.2968750
8063,8185,123,0.2135417,83809.6015625
8064,8186,417,0.7239583,17319.2441406
8065,8187,638,1.1076388,99347.6250000
8066,8188,127,0.2204861,342525.9687500
8067,8189,126,0.2187500,13244.4892578
8068,8190,58,0.1006944,786610.9375000
8069,8191,58,0.1006944,251857.7968750
8070,8192,382,0.6631944,420295.1875000
8071,8193,63,0.1093750,63978.3828125
8072,8194,87,0.1510417,162193.8593750
8073,8195,93,0.1614583,42445.1093750
8074,8196,69,0.1197917,77781.8593750
8075,8197,55,0.0954861,64773.4843750
8076,8198,59,0.1024306,83803.9843750
8077,8199,165,0.2864583,453942.2500000
8078,8200,193,0.3350694,787066.8125000
8079,8201,464,0.8055556,57153.1445313
8080,8202,613,1.0642362,405599.4062500
8081,8203,289,0.5017361,37285.5781250
8082,8204,125,0.2170139,93076.5781250
8083,8205,145,0.2517361,17411.1816406
8084,8206,1626,2.8229167,241610.0781250
8085,8207,60,0.1041667,20816.7949219
8086,8208,213,0.3697917,35506.3164063
8087,8209,249,0.4322917,69733.7578125
8088,8210,1704,2.9583333,332896.2500000
8089,8211,354,0.6145833,130015.8906250
8090,8212,180,0.3125000,14488.8613281
8091,8213,156,0.2708333,57568.6289063
8092,8214,704,1.2222222,41694.0937500
8093,8215,91,0.1579861,29937.5800781
8094,8216,52,0.0902778,108135.0078125
8095,8217,177,0.3072917,22863.8632813
8096,8218,68,0.1180556,20289.7246094
8097,8219,687,1.1927084,63728.8320313
8098,8220,627,1.0885416,81804.3515625
8099,8221,482,0.8368056,181080.1875000
8100,8222,76,0.1319444,17227.7050781
8101,8223,93,0.1614583,14659.9238281
8102,8224,287,0.4982639,99617.4687500
8103,8225,315,0.5468750,75413.5703125
8104,8226,185,0.3211806,60519.7539063
8105,8227,59,0.1024306,33723.1523438
8106,8228,87,0.1510417,11404.6503906
8107,8229,53,0.0920139,16865.1640625
8108,8230,1953,3.3906250,285068.8437500
8109,8231,85,0.1475694,30270.8359375
8110,8232,155,0.2690972,21692.2832031
8111,8233,120,0.2083333,43066.3164063
8112,8234,235,0.4079861,90439.4843750
8113,8235,238,0.4131944,76016.8125000
8114,8236,1963,3.4079862,206604.7968750
8115,8237,1118,1.9409722,291885.3125000
8116,8238,127,0.2204861,7289.4541016
8117,8239,739,1.2829862,95189.7421875
8118,8240,74,0.1284722,3328.5104980
8119,8241,239,0.4149306,37163.2109375
8120,8242,547,0.9496528,187568.2343750
8121,8243,110,0.1909722,12144.4130859
8122,8244,273,0.4739583,33766.5976563
8123,8245,14,0.0243056,6871.2583008
8124,8246,219,0.3802083,10833.6982422
8125,8247,51,0.0885417,2450.9667969
8126,8248,243,0.4218750,73078.0859375
8127,8249,351,0.6093750,126319.9531250
8128,8250,185,0.3211806,7883.4008789
8129,8251,376,0.6527778,5416.7416992
8130,8252,59,0.1024306,2515.4553223
8131,8253,3142,5.4548612,488133.2812500
8132,8254,96,0.1666667,6093.3315430
8133,8255,80,0.1388889,3473.6137695
8134,8256,71,0.1232639,13959.3984375
8135,8257,78,0.1354167,10495.0224609
8136,8258,125,0.2170139,17172.2265625
8137,8259,143,0.2482639,21290.5371094
8138,8260,107,0.1857639,15823.3974609
8139,8261,137,0.2378472,18396.2792969
8140,8262,105,0.1822917,5470.8676758
8141,8263,65,0.1128472,3509.5310059
8142,8264,186,0.3229167,369.4436340
8143,8265,58,0.1006944,8588.0927734
8144,8266,3930,6.8229165,325577.1250000
8145,8267,462,0.8020833,67906.3671875
8146,8268,137,0.2378472,282.0808411
8147,8269,262,0.4548611,35141.3437500
8148,8270,192,0.3333333,381.0884399
8149,8271,419,0.7274306,56277.5429688
8150,8272,53,0.0920139,6451.1987305
8151,8273,255,0.4427083,37841.6406250
8152,8274,55,0.0954861,629.8337402
8153,8275,602,1.0451388,80666.9921875
8154,8276,121,0.2100694,241.2036591
8155,8277,55,0.0954861,8206.3808594
8156,8278,112,0.1944444,36375.7343750
8157,8279,154,0.2673611,20767.9570313
8158,8280,271,0.4704861,43691.1718750
8159,8281,60,0.1041667,119.7673721
8160,8282,112,0.1944444,1438.2852783
8161,8283,597,1.0364584,80882.2500000
8162,8284,71,0.1232639,11227.6552734
8163,8285,106,0.1840278,14356.4492188
8164,8286,551,0.9565972,1967.0025635
8165,8287,171,0.2968750,372.6224365
8166,8288,74,0.1284722,10051.1865234
8167,8289,97,0.1684028,14858.2128906
8168,8290,69,0.1197917,9350.8994141
8169,8291,333,0.5781250,4725.7871094
8170,8292,60,0.1041667,2394.6030273
8171,8293,62,0.1076389,9392.0527344
8172,8294,183,0.3177083,59828.4843750
8173,8295,53,0.0920139,1681.9222412
8174,8296,124,0.2152778,2066.6379395
8175,8297,72,0.1250000,23631.0566406
8176,8298,633,1.0989584,207476.7031250
8177,8299,1990,3.4548612,94547.6718750
8178,8300,66,0.1145833,16470.9355469
8179,8301,1802,3.1284723,531480.0625000
8180,8302,95,0.1649306,12977.8710938
8181,8303,336,0.5833333,85722.1406250
8182,8304,55,0.0954861,14161.7509766
8183,8305,154,0.2673611,49742.7968750
8184,8306,77,0.1336806,19915.7714844
8185,8307,52,0.0902778,13021.6953125
8186,8308,84,0.1458333,85865.6562500
8187,8309,1667,2.8940973,1473406.3750000
8188,8310,246,0.4270833,93752.6250000
8189,8311,261,0.4531250,189416.7812500
8190,8312,72,0.1250000,70634.5312500
8191,8313,116,0.2013889,115025.7421875
8192,8314,1754,3.0451388,60308.3750000
8193,8315,265,0.4600694,265530.3437500
8194,8316,114,0.1979167,116873.3359375
8195,8317,246,0.4270833,252549.2343750
8196,8318,203,0.3524306,209341.2187500
8197,8319,51,0.0885417,2441.8703613
8198,8320,158,0.2743056,163599.1562500
8199,8321,118,0.2048611,122075.2031250
8200,8322,143,0.2482639,3143.2680664
8201,8323,873,1.5156250,29290.1445313
8202,8324,62,0.1076389,1364.4020996
8203,8325,57,0.0989583,59156.5937500
8204,8326,261,0.4531250,25528.1328125
8205,8327,174,0.3020833,201763.3281250
8206,8328,68,0.1180556,93405.9921875
8207,8329,75,0.1302083,108133.2343750
8208,8330,180,0.3125000,194509.2187500
8209,8331,139,0.2413194,10724.9687500
8210,8332,154,0.2673611,102405.0000000
8211,8333,256,0.4444444,151542.6093750
8212,8334,54,0.0937500,20036.8808594
8213,8335,92,0.1597222,80649.2500000
8214,8336,59,0.1024306,60250.2890625
8215,8337,62,0.1076389,30900.6230469
8216,8338,62,0.1076389,121487.4843750
8217,8339,89,0.1545139,169301.9843750
8218,8340,87,0.1510417,98234.2734375
8219,8341,49,0.0850694,18881.9863281
8220,8342,297,0.5156250,136703.7968750
8221,8343,52,0.0902778,155828.9062500
8222,8344,73,0.1267361,156305.3593750
8223,8345,58,0.1006944,137848.9218750
8224,8346,442,0.7673611,124578.3906250
8225,8347,51,0.0885417,12223.5117188
8226,8348,256,0.4444444,115108.5234375
8227,8349,402,0.6979167,2060692.5000000
8228,8350,162,0.2812500,740136.0000000
8229,8351,265,0.4600694,1023864.6875000
8230,8352,356,0.6180556,263227.3125000
8231,8353,138,0.2395833,744554.1875000
8232,8354,75,0.1302083,286330.1562500
8233,8355,260,0.4513889,1841540.8750000
8234,8356,83,0.1440972,182214.1093750
8235,8357,335,0.5815972,1911832.2500000
8236,8358,109,0.1892361,1554211.5000000
8237,8359,585,1.0156250,1941490.3750000
8238,8360,87,0.1510417,930184.5000000
8239,8361,62,0.1076389,265090.2812500
8240,8362,80,0.1388889,224000.0625000
8241,8363,147,0.2552083,30697.1621094
8242,8364,4,0.0069444,839.8670044
8243,8365,111,0.1927083,23139.4687500
8244,8366,38,0.0659722,6030.6899414
8245,8367,7,0.0121528,1122.2236328
8246,8368,4,0.0069444,644.9319458
8247,8369,223,0.3871528,64188.3164063
8248,8370,30,0.0520833,16258.8232422
8249,8371,6,0.0104167,2863.0410156
8250,8372,3,0.0052083,1621.9743652
8251,8373,1,0.0017361,1100.4639893
8252,8374,17,0.0295139,18631.9082031
8253,8375,51,0.0885417,55961.6406250
8254,8376,6,0.0104167,6611.3945313
8255,8377,83,0.1440972,88676.4531250
8256,8378,37,0.0642361,8864.3808594
8257,8379,69,0.1197917,16628.6113281
8258,8380,55,0.0954861,13320.5253906
8259,8381,12,0.0208333,1694.6230469
8260,8382,139,0.2413194,62667.1601563
8261,8383,55,0.0954861,76340.9296875
8262,8384,5,0.0086806,15823.7031250
8263,8385,51,0.0885417,47688.8710938
8264,8386,2,0.0034722,160.6372375
8265,8387,245,0.4253472,159742.1093750
8266,8388,70,0.1215278,85951.8515625
8267,8389,29,0.0503472,33595.1992188
8268,8390,2,0.0034722,5559.7377930
8269,8391,8,0.0138889,8981.1494141
8270,8392,37,0.0642361,22095.3906250
8271,8393,42,0.0729167,314139.5625000
8272,8394,8,0.0138889,4077.7568359
8273,8395,16,0.0277778,7868.7495117
8274,8396,2,0.0034722,7672.7021484
8275,8397,192,0.3333333,1000498.3125000
8276,8398,16,0.0277778,1838.2041016
8277,8399,175,0.3038194,20840.1640625
8278,8400,9,0.0156250,399.0394287
8279,8401,9,0.0156250,668.6755981
8280,8402,5,0.0086806,341.9782715
8281,8403,104,0.1805556,10660.4892578
8282,8404,9,0.0156250,592.1573486
8283,8405,72,0.1250000,8850.9677734
8284,8406,149,0.2586806,18945.6425781
8285,8407,36,0.0625000,1403.3076172
8286,8408,176,0.3055556,31030.5566406
8287,8409,31,0.0538194,631963.8125000
8288,8410,69,0.1197917,441447.6875000
8289,8411,158,0.2743056,34130.5546875
8290,8412,39,0.0677083,10857.4892578
8291,8413,172,0.2986111,49199.3984375
8292,8414,1,0.0017361,116.5971909
8293,8415,8,0.0138889,1338.5910645
8294,8416,20,0.0347222,5102.1718750
8295,8417,81,0.1406250,26744.4707031
8296,8418,4,0.0069444,574.4325562
8297,8419,2,0.0034722,375.3686218
8298,8420,8,0.0138889,396.0299988
8299,8421,19,0.0329861,4439.3706055
8300,8422,5,0.0086806,1223.4907227
8301,8423,41,0.0711806,13662.2148438
8302,8424,42,0.0729167,14071.2275391
8303,8425,8,0.0138889,1323.5599365
8304,8426,85,0.1475694,344224.8437500
8305,8427,24,0.0416667,75791.9062500
8306,8428,11,0.0190972,10675.4521484
8307,8429,281,0.4878472,256609.5000000
8308,8430,37,0.0642361,47590.5937500
8309,8431,282,0.4895833,420048.8125000
8310,8432,57,0.0989583,82013.3906250
8311,8433,31,0.0538194,101393.7656250
8312,8434,143,0.2482639,773910.8750000
8313,8435,211,0.3663194,146205.5781250
8314,8436,18,0.0312500,10063.1601563
8315,8437,3,0.0052083,1547.4537354
8316,8438,163,0.2829861,21851.6777344
8317,8439,80,0.1388889,7505.8715820
8318,8440,35,0.0607639,12235.0117188
8319,8441,150,0.2604167,6722.6704102
8320,8442,66,0.1145833,839.6412964
8321,8443,94,0.1631944,1283.8172607
8322,8444,18,0.0312500,246.8268280
8323,8445,2,0.0034722,80.0089722
8324,8446,23,0.0399306,906.9600830
8325,8448,392,0.6805556,194053.5937500
8326,8449,4,0.0069444,11.2216883
8327,8450,25,0.0434028,1526.7457275
8328,8451,34,0.0590278,1410.0190430
8329,8452,2,0.0034722,40.8906097
8330,8453,11,0.0190972,219.7457886
8331,8454,149,0.2586806,8229.8193359
8332,8455,97,0.1684028,7098.1870117
8333,8456,138,0.2395833,34769.3046875
8334,8457,120,0.2083333,44569.8476563
8335,8458,25,0.0434028,28117.5507813
8336,8459,149,0.2586806,167435.4062500
8337,8460,41,0.0711806,9742.0751953
8338,8461,66,0.1145833,15702.9306641
8339,8462,130,0.2256944,41651.3085938
8340,8463,221,0.3836806,93697.1250000
8341,8464,144,0.2500000,98892.8515625
8342,8465,3,0.0052083,1927.1636963
8343,8466,58,0.1006944,228245.1093750
8344,8467,82,0.1423611,281172.7187500
8345,8468,57,0.0989583,81750.5234375
8346,8469,127,0.2204861,72945.5625000
8347,8470,42,0.0729167,52578.0937500
8348,8471,156,0.2708333,897580.7500000
8349,8472,7,0.0121528,31683.9960938
8350,8473,46,0.0798611,142448.9375000
8351,8475,58,0.1006944,549646.5625000
8352,8476,156,0.2708333,568327.5000000
8353,8477,6,0.0104167,2711.4204102
8354,8478,237,0.4114583,959635.4375000
8355,8479,12,0.0208333,30944.9257813
8356,8480,2,0.0034722,3808.6718750
8357,8481,4,0.0069444,6442.3466797
8358,8482,66,0.1145833,125167.0937500
8359,8483,96,0.1666667,181859.7656250
8360,8484,33,0.0572917,37219.9296875
8361,8485,91,0.1579861,156618.0781250
8362,8486,15,0.0260417,28371.0546875
8363,8487,234,0.4062500,302832.5937500
8364,8488,1,0.0017361,288.8094788
8365,8489,46,0.0798611,37410.2851563
8366,8490,34,0.0590278,33929.5273438
8367,8491,4,0.0069444,4001.7873535
8368,8493,52,0.0902778,73859.2500000
8369,8494,30,0.0520833,33131.6054688
8370,8496,43,0.0746528,44614.1601563
8371,8497,4,0.0069444,4157.1718750
8372,8499,82,0.1423611,85027.1796875
8373,8500,193,0.3350694,198277.3906250
8374,8501,21,0.0364583,20935.9589844
8375,8502,102,0.1770833,101760.0078125
8376,8503,18,0.0312500,16465.7617188
8377,8504,9,0.0156250,8470.5273438
8378,8505,29,0.0503472,29154.7988281
8379,8507,9,0.0156250,7146.2812500
8380,8508,26,0.0451389,25857.3652344
8381,8509,42,0.0729167,41152.5078125
8382,8510,25,0.0434028,6383.5498047
8383,8511,122,0.2118056,31454.2148438
8384,8512,100,0.1736111,25680.1328125
8385,8513,1,0.0017361,12.2235594
8386,8514,272,0.4722222,50287.1875000
8387,8515,125,0.2170139,18783.0410156
8388,8516,9,0.0156250,549.3090820
8389,8518,37,0.0642361,5556.8632813
8390,8519,1,0.0017361,16.5127258
8391,8520,83,0.1440972,12423.4228516
8392,8521,20,0.0347222,2909.2346191
8393,8522,6,0.0104167,895.1810303
8394,8524,145,0.2517361,21498.5117188
8395,8525,7,0.0121528,948.8568115
8396,8526,52,0.0902778,7672.3388672
8397,8527,8,0.0138889,467.8701782
8398,8528,226,0.3923611,28035.2519531
8399,8529,41,0.0711806,4427.4003906
8400,8530,22,0.0381944,5286.1518555
8401,8531,18,0.0312500,121.1696854
8402,8532,140,0.2430556,34561.5156250
8403,8533,20,0.0347222,1814.6813965
8404,8534,3,0.0052083,272.9417419
8405,8535,90,0.1562500,4543.5947266
8406,8536,18,0.0312500,835.4270020
8407,8537,116,0.2013889,32478.6406250
8408,8538,33,0.0572917,90359.3750000
8409,8539,97,0.1684028,808634.8125000
8410,8540,53,0.0920139,904125.3750000
8411,8541,150,0.2604167,3877216.0000000
8412,8542,149,0.2586806,1129737.1250000
8413,8543,447,0.7760417,4365507.5000000
8414,8544,26,0.0451389,205773.0781250
8415,8545,136,0.2361111,456766.0312500
8416,8546,165,0.2864583,360096.0312500
8417,8547,40,0.0694444,87612.6875000
8418,8548,301,0.5225694,628208.6250000
8419,8549,430,0.7465278,458472.3750000
8420,8550,29,0.0503472,55866.3671875
8421,8551,8,0.0138889,15382.7861328
8422,8552,18,0.0312500,34606.0546875
8423,8553,22,0.0381944,42242.5351563
8424,8554,104,0.1805556,195963.4843750
8425,8555,3,0.0052083,5818.8364258
8426,8556,28,0.0486111,53957.6132813
8427,8557,64,0.1111111,69047.0937500
8428,8558,6,0.0104167,6561.6987305
8429,8559,195,0.3385417,194910.4843750
8430,8560,26,0.0451389,39106.6914063
8431,8561,19,0.0329861,37867.5898438
8432,8562,187,0.3246528,857007.9375000
8433,8563,44,0.0763889,187758.3125000
8434,8564,215,0.3732639,332062.1250000
8435,8565,21,0.0364583,10914.3447266
8436,8566,103,0.1788194,69858.6015625
8437,8567,15,0.0260417,9129.6142578
8438,8568,32,0.0555556,44177.5937500
8439,8569,8,0.0138889,6476.0786133
8440,8570,23,0.0399306,63208.1718750
8441,8571,405,0.7031250,5952696.5000000
8442,8573,16,0.0277778,39006.5234375
8443,8574,124,0.2152778,234326.1093750
8444,8575,5,0.0086806,5387.5180664
8445,8576,27,0.0468750,18812.8300781
8446,8577,420,0.7291667,206176.1093750
8447,8578,146,0.2534722,276886.0000000
8448,8579,152,0.2638889,321906.2187500
8449,8580,22,0.0381944,42617.8828125
8450,8581,240,0.4166667,308284.5625000
8451,8582,108,0.1875000,294166.5312500
8452,8583,172,0.2986111,559274.7500000
8453,8584,74,0.1284722,102155.3515625
8454,8585,58,0.1006944,41433.9492188
8455,8586,81,0.1406250,284243.8125000
8456,8587,29,0.0503472,63239.0742188
8457,8588,2,0.0034722,1851.4346924
8458,8589,3,0.0052083,9145.7753906
8459,8590,142,0.2465278,37480.1835938
8460,8591,128,0.2222222,32306.1015625
8461,8592,14,0.0243056,143495.0000000
8462,8594,235,0.4079861,335283.5937500
8463,8595,1,0.0017361,6862.8447266
8464,8596,1,0.0017361,1811.4304199
8465,8597,38,0.0659722,153810.8437500
8466,8598,65,0.1128472,128822.9609375
8467,8599,75,0.1302083,117589.7421875
8468,8600,167,0.2899306,227666.7968750
8469,8601,16,0.0277778,99904.8984375
8470,8602,3,0.0052083,23795.5644531
8471,8603,50,0.0868056,400112.2812500
8472,8604,1,0.0017361,1584.5482178
8473,8606,99,0.1718750,17955.4179688
8474,8607,62,0.1076389,9731.0498047
8475,8608,4,0.0069444,0.0000000
8476,8609,20,0.0347222,2320.6770020
8477,8610,1,0.0017361,0.0000000
8478,8611,143,0.2482639,39332.5312500
8479,8612,100,0.1736111,16311.9277344
8480,8613,79,0.1371528,13098.5332031
8481,8614,21,0.0364583,2777.5280762
8482,8615,46,0.0798611,7985.9702148
8483,8617,67,0.1163194,13494.3105469
8484,8618,119,0.2065972,15292.9921875
8485,8619,20,0.0347222,461.9548950
8486,8620,1,0.0017361,0.7382241
8487,8621,1,0.0017361,17.8292179
8488,8622,18,0.0312500,1797.3515625
8489,8623,10,0.0173611,193.2494507
8490,8624,3,0.0052083,58.2655258
8491,8625,32,0.0555556,2351.7788086
8492,8626,179,0.3107639,18110.7226563
8493,8627,113,0.1961806,12410.5644531
8494,8628,59,0.1024306,6016.1523438
8495,8629,10,0.0173611,942.1855469
8496,8630,1,0.0017361,166.0335693
8497,8631,6,0.0104167,978.4882202
8498,8632,97,0.1684028,9258.9824219
8499,8634,18,0.0312500,967.9590454
8500,8635,6,0.0104167,433.9561768
8501,8636,135,0.2343750,106684.2812500
8502,8637,2,0.0034722,1680.6904297
8503,8638,6,0.0104167,10684.3027344
8504,8639,2,0.0034722,3883.1088867
8505,8640,6,0.0104167,11628.1464844
8506,8641,2,0.0034722,3646.0168457
8507,8642,88,0.1527778,149335.5937500
8508,8643,163,0.2829861,36852.1445313
8509,8644,86,0.1493056,12517.2041016
8510,8645,5,0.0086806,698.8931885
8511,8646,4,0.0069444,680.8366699
8512,8648,2,0.0034722,5529.6689453
8513,8650,1,0.0017361,1.0146883
8514,8651,2,0.0034722,70.5344849
8515,8652,3,0.0052083,174.9529114
8516,8653,1,0.0017361,0.0000000
8517,8655,206,0.3576389,130790.6171875
8518,8656,30,0.0520833,103540.9921875
8519,8657,41,0.0711806,138817.5937500
8520,8658,1,0.0017361,3571.6159668
8521,8661,7,0.0121528,12002.4355469
8522,8662,224,0.3888889,245996.4062500
8523,8663,15,0.0260417,14985.3574219
8524,8664,26,0.0451389,14962.2529297
8525,8665,41,0.0711806,36427.2460938
8526,8666,244,0.4236111,218009.3281250
8527,8667,126,0.2187500,145233.5312500
8528,8668,102,0.1770833,173880.0468750
8529,8669,83,0.1440972,75563.3750000
8530,8670,44,0.0763889,46627.2070313
8531,8671,58,0.1006944,52890.4843750
8532,8672,31,0.0538194,64803.7500000
8533,8673,27,0.0468750,29362.9453125
8534,8674,7,0.0121528,7519.7177734
8535,8675,117,0.2031250,116742.3359375
8536,8676,162,0.2812500,172432.6406250
8537,8677,117,0.2031250,123741.3125000
8538,8678,73,0.1267361,60460.6679688
8539,8679,32,0.0555556,16737.3574219
8540,8680,33,0.0572917,8950.2333984
8541,8681,15,0.0260417,22962.3398438
8542,8682,1,0.0017361,144.2829742
8543,8683,16,0.0277778,30395.9257813
8544,8685,1,0.0017361,145.0302277
8545,8688,26,0.0451389,106602.5000000
8546,8689,48,0.0833333,53468.7226563
8547,8691,133,0.2309028,935474.0625000
8548,8692,27,0.0468750,1115.4016113
8549,8693,2,0.0034722,59.9550323
8550,8694,1,0.0017361,111.3198929
8551,8695,33,0.0572917,4925.9042969
8552,8696,5,0.0086806,1812.4001465
8553,8697,7,0.0121528,3433.4680176
8554,8698,16,0.0277778,7857.2797852
8555,8699,15,0.0260417,4897.0976563
8556,8700,48,0.0833333,15665.8212891
8557,8701,1,0.0017361,327.2607727
8558,8704,1,0.0017361,257.5983276
8559,8705,9,0.0156250,214.4284668
8560,8706,14,0.0243056,208.5242157
8561,8707,14,0.0243056,27.8582764
8562,8709,4,0.0069444,7.9784794
8563,8710,1,0.0017361,1.9857908
8564,8711,7,0.0121528,13.9944201
8565,8712,26,0.0451389,9540.2148438
8566,8713,13,0.0225694,1744.8527832
8567,8714,2,0.0034722,268.5473633
8568,8715,10,0.0173611,1343.4990234
8569,8716,34,0.0590278,4585.3403320
8570,8717,8,0.0138889,1079.7307129
8571,8718,1,0.0017361,134.8099823
8572,8719,1,0.0017361,112.9118881
8573,8720,2,0.0034722,271.0471191
8574,8721,2,0.0034722,270.8952332
8575,8722,6,0.0104167,809.1733398
8576,8724,1,0.0017361,135.5045929
8577,8725,3,0.0052083,406.0950317
8578,8727,58,0.1006944,7433.0297852
8579,8728,5,0.0086806,673.1830444
8580,8729,1,0.0017361,137.4134369
8581,8730,19,0.0329861,1855.9678955
8582,8732,3,0.0052083,403.7594604
8583,8733,6,0.0104167,803.4531860
8584,8734,525,0.9114583,834050.0625000
8585,8735,4053,7.0364585,638882.3750000
8586,8736,4531,7.8663197,821124.4375000
8587,8737,7044,12.2291670,2551469.5000000
8588,8738,7858,13.6423607,5004894.5000000
8589,8739,714,1.2395834,1013942.5625000
8590,8740,2679,4.6510415,17366300.0000000
8591,8741,476,0.8263889,1096653.6250000
8592,8742,3165,5.4947915,4250384.5000000
8593,8743,3615,6.2760415,3803528.2500000
8594,8744,5137,8.9184027,7330538.5000000
8595,8745,4969,8.6267357,16295634.0000000
8596,8746,6031,10.4704857,3713779.7500000
8597,8747,444,0.7708333,985917.0000000
8598,8748,5310,9.2187500,2777201.7500000
8599,8749,3027,5.2552085,4018427.5000000
8600,8750,3938,6.8368053,1430166.2500000
8601,8751,3295,5.7204862,3379116.7500000
8602,8752,8116,14.0902777,26127.5039063
8603,8753,403,0.6996528,212052.8281250
8604,8754,2258,3.9201388,189834.3593750
8605,8755,1902,3.3020833,379122.2187500
8606,8756,2582,4.4826388,3774985.0000000
8607,8757,4724,8.2013893,4405560.0000000
8608,8758,2260,3.9236112,2325550.2500000
8609,8759,1735,3.0121527,351594.5000000
8610,8760,2057,3.5711806,425008.3750000
8611,8761,2088,3.6250000,245115.0625000
8612,8762,3791,6.5815973,1127743.8750000
8613,8763,2404,4.1736112,1746698.3750000
8614,8764,1079,1.8732638,156192.0781250
8615,8765,1120,1.9444444,204850.5625000
8616,8766,1282,2.2256944,228199.7656250
8617,8767,1457,2.5295138,196723.5000000
8618,8768,1010,1.7534722,622520.6875000
8619,8769,2867,4.9774303,4666395.0000000
8620,8770,1476,2.5625000,2921335.0000000
8621,8771,5594,9.7118053,21269.3847656
8622,8772,3547,6.1579862,856537.8750000
8623,8773,1759,3.0538194,559620.5625000
8624,8774,259,0.4496528,475682.8125000
8625,8775,1722,2.9895833,5318787.5000000
8626,8776,3795,6.5885415,5804188.5000000
8627,8777,1619,2.8107638,3735914.2500000
8628,8778,1602,2.7812500,1584265.2500000
8629,8779,972,1.6875000,631750.5000000
8630,8780,3192,5.5416665,4173500.7500000
8631,8781,2430,4.2187500,5885.9541016
8632,8782,2098,3.6423612,8446.7187500
8633,8783,4308,7.4791665,28980.5468750
8634,8784,3641,6.3211803,55800.6093750
8635,8785,4250,7.3784723,564808.3125000
8636,8786,2536,4.4027777,1067991.7500000
8637,8787,2357,4.0920138,285377.7812500
8638,8788,1851,3.2135417,307061.9687500
8639,8789,1033,1.7934028,204305.6718750
8640,8790,3565,6.1892362,4838025.5000000
8641,8791,1802,3.1284723,373071.2187500
8642,8792,995,1.7274306,135590.1406250
8643,8793,487,0.8454861,193374.2343750
8644,8794,9427,16.3663197,884801.3125000
8645,8795,1580,2.7430556,1516261.6250000
8646,8796,3947,6.8524303,4729428.0000000
8647,8797,1727,2.9982638,42991.6484375
8648,8798,5560,9.6527777,4974824.5000000
8649,8799,1502,2.6076388,702416.5625000
8650,8800,3679,6.3871527,788171.1875000
8651,8801,2547,4.4218750,766152.2500000
8652,8802,1596,2.7708333,169887.1093750
8653,8803,283,0.4913194,457487.4687500
8654,8804,1486,2.5798612,10044025.0000000
8655,8805,570,0.9895833,196.0739288
8656,8806,3474,6.0312500,215523.4531250
8657,8807,44,0.0763889,1422.2210693
8658,8808,71,0.1232639,19713.0468750
8659,8809,771,1.3385416,21508.4394531
8660,8810,282,0.4895833,356201.9687500
8661,8811,682,1.1840278,14322.9228516
8662,8812,281,0.4878472,2186759.0000000
8663,8813,270,0.4687500,266898.5000000
8664,8814,820,1.4236112,959081.3125000
8665,8815,1024,1.7777778,3146.6889648
8666,8816,2700,4.6875000,30289.6914063
8667,8817,3335,5.7899303,456833.2812500
8668,8818,1899,3.2968750,937223.8125000
8669,8819,782,1.3576388,320081.6875000
8670,8820,1224,2.1250000,379463.7812500
8671,8821,287,0.4982639,38916.7617188
8672,8822,689,1.1961806,65874.0781250
8673,8823,969,1.6822916,902735.3125000
8674,8824,554,0.9618056,17439.1171875
8675,8825,3881,6.7378473,849849.8750000
8676,8826,1599,2.7760417,431916.5625000
8677,8827,2015,3.4982638,2565745.2500000
8678,8828,627,1.0885416,787450.7500000
8679,8829,1361,2.3628473,11844832.0000000
