OBJECTID,BASINID,COUNT,AREA,SUM
1799,1826,769,1.3350694,206326.4062500
1800,1827,4506,7.8229165,62592.0664063
1801,1828,2240,3.8888888,15285.1152344
1802,1829,1165,2.0225694,219363.5000000
1803,1830,170,0.2951389,2490.1433105
1804,1831,2027,3.5190973,805465.5000000
1805,1832,1145,1.9878472,7874.9697266
1806,1833,3,0.0052083,13.0714912
1807,1834,1046,1.8159722,274185.3437500
1808,1835,299,0.5190972,477.6190491
1809,1836,188,0.3263889,234.2566223
1810,1837,698,1.2118056,43314.0039063
1811,1838,362,0.6284722,489933.7500000
1812,1839,4,0.0069444,1076.3094482
1813,1840,900,1.5625000,1789.5128174
1814,1841,174,0.3020833,331.6267700
1815,1842,810,1.4062500,8135.8041992
1816,1843,522,0.9062500,24904.4531250
1817,1844,921,1.5989584,246972.7812500
1818,1845,1750,3.0381944,1077318.1250000
1819,1846,1340,2.3263888,480939.0937500
1820,1847,4066,7.0590277,169843.9531250
1821,1848,354,0.6145833,45184.3984375
1822,1849,714,1.2395834,11688.3339844
1823,1850,1000,1.7361112,4998.1699219
1824,1851,1369,2.3767362,1438.7683105
1825,1852,911,1.5815972,592.6763306
1826,1853,369,0.6406250,10027.2832031
1827,1854,678,1.1770834,13725.2685547
1828,1855,2450,4.2534723,4686003.0000000
1829,1856,718,1.2465278,676178.3750000
1830,1857,384,0.6666667,66751.0937500
1831,1858,623,1.0815972,623582.3750000
1832,1859,453,0.7864583,91415.4609375
1833,1860,333,0.5781250,132058.6562500
1834,1861,509,0.8836806,196169.2968750
1835,1862,1442,2.5034723,452244.4375000
1836,1863,4665,8.0989580,30025.5996094
1837,1864,1618,2.8090277,50740.9687500
1838,1865,206,0.3576389,3419.5659180
1839,1866,4188,7.2708335,197068.1875000
1840,1867,1609,2.7934027,175630.3750000
1841,1868,187,0.3246528,17560.3320313
1842,1869,3124,5.4236112,1935161.8750000
1843,1870,2846,4.9409723,97433.6562500
1844,1871,3288,5.7083335,2043630.3750000
1845,1872,772,1.3402778,424090.2812500
1846,1873,1849,3.2100694,176257.6875000
1847,1874,1135,1.9704862,1117199.7500000
1848,1875,204,0.3541667,56611.9062500
1849,1876,1487,2.5815973,320699.9375000
1850,1877,356,0.6180556,177073.4062500
1851,1878,1217,2.1128473,267425.3750000
1852,1879,659,1.1440972,236359.0000000
1853,1880,1693,2.9392362,1126268.5000000
1854,1881,2132,3.7013888,57597.7851563
1855,1882,399,0.6927083,142441.6718750
1856,1883,506,0.8784722,39421.5585938
1857,1884,1488,2.5833333,511812.2187500
1858,1885,1074,1.8645834,73274.0703125
1859,1886,1885,3.2725694,268036.4375000
1860,1887,326,0.5659722,5480.4609375
1861,1888,461,0.8003472,7685.8417969
1862,1889,383,0.6649306,4401.6958008
1863,1890,373,0.6475694,4977.3173828
1864,1891,1501,2.6059027,28444.9687500
1865,1892,1220,2.1180556,9866.9150391
1866,1893,427,0.7413194,7784.2753906
1867,1894,443,0.7690972,2902.5996094
1868,1895,668,1.1597222,4850.0087891
1869,1896,577,1.0017362,249995.7656250
1870,1897,1108,1.9236112,11967.6337891
1871,1898,1757,3.0503473,21504.2929688
1872,1899,1051,1.8246528,323134.9062500
1873,1900,180,0.3125000,77400.0703125
1874,1901,1066,1.8506944,398519.0312500
1875,1902,99,0.1718750,14746.0058594
1876,1903,1802,3.1284723,2364659.5000000
1877,1904,1337,2.3211806,4094.7233887
1878,1905,464,0.8055556,175052.8593750
1879,1906,3077,5.3420138,119339.0078125
1880,1907,3796,6.5902777,189212.8437500
1881,1908,1173,2.0364583,176342.9062500
1882,1909,1775,3.0815973,4592.0625000
1883,1910,415,0.7204861,23728.1328125
1884,1911,174,0.3020833,39686.3046875
1885,1912,322,0.5590278,79270.5156250
1886,1913,4372,7.5902777,1326717.8750000
1887,1914,3327,5.7760415,54950.9414063
1888,1915,2203,3.8246527,1007064.0000000
1889,1916,867,1.5052084,113410.5390625
1890,1917,475,0.8246528,104094.6015625
1891,1918,2449,4.2517362,27451.3554688
1892,1919,594,1.0312500,338681.5000000
1893,1920,2263,3.9288194,4648.2329102
1894,1921,578,1.0034722,146599.0781250
1895,1922,406,0.7048611,127474.0781250
1896,1923,2109,3.6614583,16509.8515625
1897,1924,20,0.0347222,5260.4750977
1898,1925,804,1.3958334,58108.3945313
1899,1926,164,0.2847222,41886.9062500
1900,1927,1179,2.0468750,397579.0937500
1901,1928,1552,2.6944444,253300.8281250
1902,1929,766,1.3298612,259014.8750000
1903,1930,958,1.6631944,1572719.7500000
1904,1931,3662,6.3576388,4760.5493164
1905,1932,68,0.1180556,4266.7729492
1906,1933,188,0.3263889,19139.6933594
1907,1934,135,0.2343750,4363.9306641
1908,1935,2575,4.4704862,253351.9062500
1909,1936,92,0.1597222,52708.0781250
1910,1937,1479,2.5677083,3006.1235352
1911,1938,1667,2.8940973,217823.6093750
1912,1939,270,0.4687500,1289.4582520
1913,1940,5,0.0086806,103.6828918
1914,1941,455,0.7899306,136294.3750000
1915,1942,947,1.6440972,1946.4788818
1916,1943,2519,4.3732638,21773.3554688
1917,1944,1728,3.0000000,48304.1445313
1918,1945,13,0.0225694,203.7505493
1919,1946,1033,1.7934028,23258.4316406
1920,1947,183,0.3177083,3142.2763672
1921,1948,919,1.5954862,17783.0761719
1922,1949,4003,6.9496527,52134.5234375
1923,1950,102,0.1770833,1782.3048096
1924,1951,335,0.5815972,6429.1621094
1925,1952,812,1.4097222,15437.9697266
1926,1953,1664,2.8888888,309426.9062500
1927,1954,3634,6.3090277,14491.4160156
1928,1955,1158,2.0104167,2841.0893555
1929,1956,2871,4.9843750,108929.8906250
1930,1957,1188,2.0625000,1668154.0000000
1931,1958,843,1.4635416,13563.3906250
1932,1959,395,0.6857639,2499.4824219
1933,1960,2881,5.0017362,162020.6406250
1934,1961,285,0.4947917,3886.0229492
1935,1962,991,1.7204862,17758.1484375
1936,1963,24,0.0416667,131.3689728
1937,1964,1067,1.8524306,7670.5849609
1938,1965,594,1.0312500,3544.2180176
1939,1966,328,0.5694444,2010.1937256
1940,1967,728,1.2638888,4432.3852539
1941,1968,1,0.0017361,1.9061445
1942,1970,59,0.1024306,3258.1281738
1943,1971,1198,2.0798612,108578.7656250
1944,1972,1040,1.8055556,184957.5312500
1945,1973,553,0.9600694,64050.7617188
1946,1974,5,0.0086806,3.1110144
1947,1975,822,1.4270834,2485.3400879
1948,1976,67,0.1163194,83.3415604
1949,1977,89,0.1545139,98.7889252
1950,1978,91,0.1579861,13273.9101563
1951,1979,160,0.2777778,27742.6230469
1952,1980,12,0.0208333,4760.4248047
1953,1981,110,0.1909722,119969.5625000
1954,1982,67,0.1163194,4370.8906250
1955,1983,1951,3.3871527,665678.3750000
1956,1984,1798,3.1215277,13468.0000000
1957,1985,1141,1.9809028,52071.2070313
1958,1986,421,0.7309028,129771.3750000
1959,1987,1365,2.3697917,947542.8750000
1960,1988,118,0.2048611,59857.0234375
1961,1989,590,1.0243056,213421.5625000
1962,1990,796,1.3819444,21132.2089844
1963,1991,271,0.4704861,1359.8688965
1964,1992,1090,1.8923612,18563.9375000
1965,1993,4611,8.0052080,72555.8437500
1966,1994,566,0.9826389,500.1493835
1967,1995,1200,2.0833333,23320.4101563
1968,1996,4,0.0069444,27.9526672
1969,1997,361,0.6267361,72061.7734375
1970,1998,307,0.5329861,308796.7187500
1971,1999,212,0.3680556,34405.6796875
1972,2000,1675,2.9079862,392020.0625000
1973,2001,1071,1.8593750,54260.9570313
1974,2002,1102,1.9131944,588234.6250000
1975,2003,140,0.2430556,12312.7949219
1976,2004,946,1.6423612,9163.6533203
1977,2005,1642,2.8506944,2146611.0000000
1978,2006,2777,4.8211803,1180267.0000000
1979,2007,136,0.2361111,216019.7187500
1980,2008,448,0.7777778,198639.1875000
1981,2009,4305,7.4739585,100040.0390625
1982,2010,1081,1.8767362,2184.8083496
1983,2011,1499,2.6024306,8848.1738281
1984,2012,1876,3.2569444,2002047.8750000
1985,2013,320,0.5555556,183187.4843750
1986,2014,2246,3.8993056,1550069.3750000
1987,2015,2208,3.8333333,262417.6875000
1988,2016,193,0.3350694,40176.5781250
1989,2017,1003,1.7413194,170137.0781250
1990,2018,214,0.3715278,64326.5000000
1991,2019,1699,2.9496527,483010.8750000
1992,2020,687,1.1927084,221261.0000000
1993,2021,247,0.4288194,60153.0195313
1994,2022,1282,2.2256944,306264.2500000
1995,2023,99,0.1718750,198.0592499
1996,2024,347,0.6024306,373000.3750000
1997,2025,2211,3.8385417,5140.1596680
1998,2026,1570,2.7256944,774419.4375000
1999,2027,272,0.4722222,61015.1757813
2000,2028,698,1.2118056,142988.4531250
2001,2029,1232,2.1388888,6745.4833984
2002,2030,458,0.7951389,1014.7529907
2003,2031,336,0.5833333,203778.8437500
2004,2032,2928,5.0833335,773041.2500000
2005,2033,3969,6.8906250,960645.1250000
2006,2034,450,0.7812500,2106.8596191
2007,2035,1087,1.8871528,128025.0000000
2008,2036,308,0.5347222,53236.2148438
2009,2037,153,0.2656250,31597.0410156
2010,2038,334,0.5798611,785.6589355
2011,2039,1737,3.0156250,1541.6337891
2012,2040,245,0.4253472,231581.8125000
2013,2041,2528,4.3888888,83297.0078125
2014,2042,87,0.1510417,36995.2500000
2015,2043,2533,4.3975697,1651373.1250000
2016,2044,990,1.7187500,590308.1875000
2017,2045,167,0.2899306,179727.5312500
2018,2046,2337,4.0572915,615508.1250000
2019,2047,501,0.8697917,102167.6406250
2020,2048,844,1.4652778,4315.9052734
2021,2049,28,0.0486111,24788.7890625
2022,2050,481,0.8350694,276899.1250000
2023,2051,1779,3.0885417,341099.2500000
2024,2052,605,1.0503472,29708.3222656
2025,2053,1045,1.8142362,694324.2500000
2026,2054,3938,6.8368053,186672.9531250
2027,2055,38,0.0659722,2903.5634766
2028,2056,784,1.3611112,67299.1718750
2029,2057,738,1.2812500,8586.5263672
2030,2058,291,0.5052083,163743.6250000
2031,2059,278,0.4826389,3618.8049316
2032,2060,496,0.8611111,302768.5312500
2033,2061,923,1.6024306,2961.1689453
2034,2062,513,0.8906250,4087.9531250
2035,2063,598,1.0381944,106662.0546875
2036,2064,66,0.1145833,7434.1416016
2037,2065,836,1.4513888,7508.8769531
2038,2066,517,0.8975694,4128.8339844
2039,2067,394,0.6840278,729246.8125000
2040,2068,615,1.0677084,4877.6625977
2041,2069,992,1.7222222,1961860.1250000
2042,2071,303,0.5260417,133817.4062500
2043,2072,4645,8.0642357,1129243.1250000
2044,2073,976,1.6944444,3487.7985840
2045,2074,949,1.6475694,307128.2812500
2046,2075,801,1.3906250,23891.3183594
2047,2076,1350,2.3437500,744610.3125000
2048,2077,41,0.0711806,29545.8613281
2049,2078,2996,5.2013888,17658.0000000
2050,2079,2231,3.8732638,3676634.0000000
2051,2080,304,0.5277778,124656.1484375
2052,2081,2846,4.9409723,745766.0625000
2053,2082,245,0.4253472,99064.3125000
2054,2083,156,0.2708333,49841.5390625
2055,2084,259,0.4496528,112859.5312500
2056,2085,107,0.1857639,34614.4960938
2057,2086,155,0.2690972,59522.8906250
2058,2087,1033,1.7934028,380284.0312500
2059,2088,904,1.5694444,4698.6606445
2060,2089,569,0.9878472,2096.2033691
2061,2090,1103,1.9149306,293563.4375000
2062,2091,238,0.4131944,195228.3125000
2063,2092,1851,3.2135417,927086.6250000
2064,2093,2705,4.6961803,871073.5000000
2065,2094,2399,4.1649303,2286462.0000000
2066,2095,40,0.0694444,8347.7041016
2067,2096,1367,2.3732638,1474609.7500000
2068,2097,1548,2.6875000,598102.8125000
2069,2098,796,1.3819444,181739.3593750
2070,2099,1311,2.2760417,936892.6875000
2071,2100,3871,6.7204862,1801729.2500000
2072,2101,558,0.9687500,168099.7031250
2073,2102,213,0.3697917,120532.1640625
2074,2103,307,0.5329861,191.9600067
2075,2104,226,0.3923611,87928.6718750
2076,2105,165,0.2864583,100903.9843750
2077,2106,875,1.5190972,12121.9882813
2078,2107,761,1.3211806,1335.0101318
2079,2108,758,1.3159722,39109.3046875
2080,2109,637,1.1059028,35503.0664063
2081,2110,4642,8.0590277,27395.0253906
2082,2111,386,0.6701389,220724.7031250
2083,2112,612,1.0625000,19854.2968750
2084,2113,834,1.4479166,4144.9458008
2085,2114,779,1.3524306,249808.7343750
2086,2115,1377,2.3906250,36403.8203125
2087,2116,3024,5.2500000,32684.5878906
2088,2117,384,0.6666667,970.6188965
2089,2118,398,0.6909722,388.3025208
2090,2119,176,0.3055556,218.4241638
2091,2120,2542,4.4131947,24083.3671875
2092,2121,548,0.9513889,2201.0031738
2093,2122,657,1.1406250,589.1578979
2094,2123,1068,1.8541666,3163514.2500000
2095,2124,619,1.0746528,91466.8593750
2096,2125,3040,5.2777777,297802.5937500
2097,2126,997,1.7309028,1212205.3750000
2098,2127,576,1.0000000,24406.8515625
2099,2128,441,0.7656250,248026.1093750
2100,2129,327,0.5677083,103627.0546875
2101,2130,256,0.4444444,103720.5468750
2102,2131,729,1.2656250,117419.3515625
2103,2132,983,1.7065972,102123.7578125
2104,2133,695,1.2065972,529493.6250000
2105,2134,3614,6.2743053,21508.1542969
2106,2135,1796,3.1180556,845185.9375000
2107,2136,1263,2.1927083,410540.5000000
2108,2137,418,0.7256944,26171.3515625
2109,2138,5305,9.2100697,2613285.5000000
2110,2139,827,1.4357638,775071.1250000
2111,2140,3004,5.2152777,115739.7421875
2112,2141,487,0.8454861,857132.8750000
2113,2142,637,1.1059028,18336.9453125
2114,2143,207,0.3593750,85277.4687500
2115,2144,3939,6.8385415,1128191.1250000
2116,2145,113,0.1961806,47263.9882813
2117,2146,3343,5.8038197,1259176.8750000
2118,2147,2405,4.1753473,406096.8125000
2119,2148,4813,8.3559027,9718.0429688
2120,2149,519,0.9010417,470218.3437500
2121,2150,751,1.3038194,131132.7031250
2122,2151,194,0.3368056,31913.0019531
2123,2152,840,1.4583334,73777.3515625
2124,2153,2244,3.8958333,43821.1953125
2125,2154,1572,2.7291667,88445.9765625
2126,2155,115,0.1996528,5360.4106445
2127,2156,299,0.5190972,290669.7812500
2128,2157,223,0.3871528,104668.1796875
2129,2158,2552,4.4305553,788298.0625000
2130,2159,1820,3.1597223,612391.2500000
2131,2160,924,1.6041666,1254778.5000000
2132,2161,1199,2.0815973,6150071.5000000
2133,2162,847,1.4704862,27258.7304688
2134,2163,37,0.0642361,10047.5898438
2135,2164,39,0.0677083,32259.6699219
2136,2165,615,1.0677084,69938.1640625
2137,2166,1207,2.0954862,1643140.2500000
2138,2167,2450,4.2534723,1067867.5000000
2139,2168,1787,3.1024306,41477.8710938
2140,2169,321,0.5572917,104318.5937500
2141,2170,1558,2.7048612,972424.1875000
2142,2171,493,0.8559028,167879.7343750
2143,2172,4,0.0069444,1413.4107666
2144,2173,232,0.4027778,65771.8593750
2145,2174,203,0.3524306,56063.7148438
2146,2175,1155,2.0052083,255101.5156250
2147,2176,1206,2.0937500,282498.3125000
2148,2177,472,0.8194444,20217.3945313
2149,2178,867,1.5052084,38156.6875000
2150,2179,223,0.3871528,76773.5234375
2151,2180,995,1.7274306,1973818.6250000
2152,2181,857,1.4878472,835178.8750000
2153,2182,2081,3.6128473,86294.9453125
2154,2183,2296,3.9861112,933491.7500000
2155,2184,386,0.6701389,180428.9375000
2156,2185,966,1.6770834,1466040.7500000
2157,2186,461,0.8003472,26174.5488281
2158,2187,507,0.8802083,22539.0507813
2159,2188,788,1.3680556,606839.3750000
2160,2189,2691,4.6718750,1765962.6250000
2161,2190,2293,3.9809027,877946.3125000
2162,2191,1174,2.0381944,1270341.7500000
2163,2192,833,1.4461806,1636068.0000000
2164,2193,183,0.3177083,227.4078979
2165,2194,252,0.4375000,79369.5078125
2166,2195,1416,2.4583333,2895.8381348
2167,2196,839,1.4565972,7920.2788086
2168,2197,2913,5.0572915,38881.6015625
2169,2198,1742,3.0243056,35703.8554688
2170,2199,2117,3.6753473,3879362.0000000
2171,2200,426,0.7395833,252568.9843750
2172,2201,903,1.5677084,36751.7148438
2173,2202,1278,2.2187500,30925.5566406
2174,2203,1365,2.3697917,475519.5937500
2175,2204,361,0.6267361,225.3560638
2176,2205,1797,3.1197917,10148.3085938
2177,2206,427,0.7413194,2427.1235352
2178,2207,1641,2.8489583,12202254.0000000
2179,2208,287,0.4982639,95223.1093750
2180,2209,677,1.1753472,376237.7812500
2181,2210,805,1.3975694,309940.7187500
2182,2211,1105,1.9184028,958962.3750000
2183,2212,1288,2.2361112,143837.0781250
2184,2213,320,0.5555556,288548.9375000
2185,2214,19,0.0329861,1709.2618408
2186,2215,1440,2.5000000,105882.8984375
2187,2216,1435,2.4913194,1248944.8750000
2188,2217,4855,8.4288197,27699.1523438
2189,2218,4276,7.4236112,20332.5195313
2190,2219,1523,2.6440973,25382.5566406
2191,2220,317,0.5503472,45646.7617188
2192,2221,1661,2.8836806,1427162.1250000
2193,2222,1568,2.7222223,173897.4218750
2194,2223,529,0.9184028,221965.0468750
2195,2224,122,0.2118056,10240.2958984
2196,2225,1127,1.9565972,185184.8281250
2197,2226,2825,4.9045138,2688.8725586
2198,2227,1457,2.5295138,2568265.5000000
2199,2228,4197,7.2864585,670942.3750000
2200,2229,774,1.3437500,107752.8125000
2201,2230,612,1.0625000,11623.7324219
2202,2231,1497,2.5989583,1210884.2500000
2203,2232,455,0.7899306,86570.5078125
2204,2233,632,1.0972222,3999.5068359
2205,2234,438,0.7604167,9936.7626953
2206,2235,1568,2.7222223,940398.7500000
2207,2236,521,0.9045139,203205.5781250
2208,2237,560,0.9722222,42325.6210938
2209,2238,800,1.3888888,545114.0625000
2210,2239,1910,3.3159723,870726.7500000
2211,2240,3374,5.8576388,941708.6250000
2212,2241,2026,3.5173612,173695.7500000
2213,2242,3949,6.8559027,25775.8320313
2214,2243,1,0.0017361,73.2794800
2215,2244,114,0.1979167,32952.7187500
2216,2245,91,0.1579861,23198.6054688
2217,2246,1613,2.8003473,335075.1250000
2218,2247,426,0.7395833,225682.5468750
2219,2248,1168,2.0277777,212494.3593750
2220,2249,431,0.7482639,11444.6318359
2221,2250,1978,3.4340277,272856.9375000
2222,2251,324,0.5625000,15984.5849609
2223,2252,1419,2.4635417,494453.6250000
2224,2253,3920,6.8055553,1653507.7500000
2225,2254,408,0.7083333,177336.8437500
2226,2255,461,0.8003472,116738.1640625
2227,2256,747,1.2968750,6624.9599609
2228,2257,181,0.3142361,74673.9140625
2229,2258,308,0.5347222,64737.6796875
2230,2259,1051,1.8246528,344596.2812500
2231,2260,1472,2.5555556,1572094.0000000
2232,2261,1029,1.7864584,2781597.2500000
2233,2262,1133,1.9670138,178767.2656250
2234,2263,723,1.2552084,367611.3750000
2235,2264,950,1.6493056,391740.3750000
2236,2265,2282,3.9618056,166658.1562500
2237,2266,562,0.9756944,13097.6328125
2238,2267,587,1.0190972,119305.0937500
2239,2268,1378,2.3923612,8104.5278320
2240,2269,479,0.8315972,225326.2343750
2241,2270,373,0.6475694,128636.1875000
2242,2271,34,0.0590278,25521.2343750
2243,2272,1008,1.7500000,408955.4687500
2244,2273,55,0.0954861,30183.1171875
2245,2274,2491,4.3246527,937723.1250000
2246,2275,1552,2.6944444,398628.9375000
2247,2276,510,0.8854167,296440.6875000
2248,2277,1335,2.3177083,514259.0625000
2249,2278,1757,3.0503473,246914.9062500
2250,2279,1570,2.7256944,870693.6250000
2251,2280,3662,6.3576388,12036985.0000000
2252,2281,38,0.0659722,19964.3730469
2253,2282,4,0.0069444,415.8914185
2254,2283,369,0.6406250,132001.3593750
2255,2284,934,1.6215278,18120.9335938
2256,2285,603,1.0468750,15141.1093750
2257,2286,427,0.7413194,9942.3203125
2258,2287,212,0.3680556,11929.3369141
2259,2288,674,1.1701388,169407.0000000
2260,2289,2394,4.1562500,11474897.0000000
2261,2290,2201,3.8211806,714513.8125000
2262,2291,1893,3.2864583,427301.9062500
2263,2292,519,0.9010417,12571.1523438
2264,2293,703,1.2204862,1334610.6250000
2265,2294,763,1.3246528,14358.4736328
2266,2295,782,1.3576388,15822.0576172
2267,2296,628,1.0902778,377844.6562500
2268,2297,1044,1.8125000,376208.2500000
2269,2298,3453,5.9947915,15681578.0000000
2270,2299,3458,6.0034723,478731.5937500
2271,2300,1331,2.3107638,463234.0000000
2272,2301,912,1.5833334,478778.1562500
2273,2302,141,0.2447917,21324.0156250
2274,2303,2104,3.6527777,34478.7890625
2275,2304,160,0.2777778,65909.4687500
2276,2305,37,0.0642361,863.7384644
2277,2306,44,0.0763889,4401.8295898
2278,2307,2960,5.1388888,6245662.0000000
2279,2308,653,1.1336806,12577.6611328
2280,2309,1335,2.3177083,106016.5937500
2281,2310,468,0.8125000,181868.5000000
2282,2311,2703,4.6927085,7303662.0000000
2283,2312,354,0.6145833,84977.1406250
2284,2313,1188,2.0625000,394192.1562500
2285,2314,470,0.8159722,1538145.7500000
2286,2315,1375,2.3871527,382778.4062500
2287,2316,511,0.8871528,79764.3671875
2288,2317,535,0.9288194,14828.4824219
2289,2318,84,0.1458333,26075.3339844
2290,2319,414,0.7187500,50265.6640625
2291,2320,24,0.0416667,6582.9042969
2292,2321,504,0.8750000,1671004.2500000
2293,2322,1010,1.7534722,7719.7236328
2294,2323,549,0.9531250,29238.4765625
2295,2324,620,1.0763888,337095.4375000
2296,2325,1216,2.1111112,69531.3125000
2297,2326,810,1.4062500,492277.5312500
2298,2327,941,1.6336806,537839.1875000
2299,2328,654,1.1354166,223386.1250000
2300,2329,714,1.2395834,163742.9375000
2301,2330,1826,3.1701388,1451579.5000000
2302,2331,1295,2.2482638,2636768.0000000
2303,2332,970,1.6840278,320131.5000000
2304,2333,847,1.4704862,317998.5625000
2305,2334,1811,3.1440973,122332.4062500
2306,2335,1020,1.7708334,273179.0000000
2307,2336,1538,2.6701388,5464506.0000000
2308,2337,3190,5.5381947,16623863.0000000
2309,2338,1042,1.8090278,559778.6250000
2310,2339,2458,4.2673612,14688.6093750
2311,2340,3200,5.5555553,1012081.1250000
2312,2341,479,0.8315972,171.3079681
2313,2342,225,0.3906250,78.9036179
2314,2343,192,0.3333333,70.1035767
2315,2344,184,0.3194444,66.3799515
2316,2345,193,0.3350694,71.1854935
2317,2346,151,0.2621528,56.8385582
2318,2347,331,0.5746528,124.5975342
2319,2348,522,0.9062500,199.1430664
2320,2349,438,0.7604167,170.0976715
2321,2350,732,1.2708334,272.5791931
2322,2351,422,0.7326389,166.7868500
2323,2352,324,0.5625000,123.8716507
2324,2353,182,0.3159722,77.7874756
2325,2354,502,0.8715278,130.8076019
2326,2355,1070,1.8576388,403.7803650
2327,2356,248,0.4305556,97.3511887
2328,2357,501,0.8697917,194.7221069
2329,2358,163,0.2829861,70.8058090
2330,2359,225,0.3906250,28.0552788
2331,2360,519,0.9010417,232.0983734
2332,2361,178,0.3090278,22.1615791
2333,2362,240,0.4166667,95.6760254
2334,2363,198,0.3437500,81.6882706
2335,2364,790,1.3715278,246.6294861
2336,2365,279,0.4843750,125.9965591
2337,2366,516,0.8958333,202.8976898
2338,2367,215,0.3732639,96.6870117
2339,2368,1583,2.7482638,723.5584717
2340,2369,769,1.3350694,320.1293945
2341,2370,1894,3.2881944,781.4873047
2342,2371,258,0.4479167,111.4224396
2343,2372,197,0.3420139,93.8718567
2344,2373,493,0.8559028,217.7069702
2345,2374,191,0.3315972,79.3848572
2346,2375,257,0.4461806,123.5163879
2347,2376,398,0.6909722,154.4881287
2348,2377,401,0.6961806,191.2232056
2349,2378,149,0.2586806,64.2895203
2350,2379,882,1.5312500,426.1734314
2351,2380,211,0.3663194,262.3978271
2352,2381,606,1.0520834,887.5528564
2353,2382,387,0.6718750,176.4254456
2354,2383,426,0.7395833,191.7957458
2355,2384,126,0.2187500,57.2188454
2356,2385,140,0.2430556,169.0302582
2357,2386,3156,5.4791665,1568.6280518
2358,2387,28,0.0486111,49.4391251
2359,2388,802,1.3923612,867.5233765
2360,2389,177,0.3072917,187.0852356
2361,2390,128,0.2222222,66.7735825
2362,2391,129,0.2239583,85.8158493
2363,2392,543,0.9427083,595.8532104
2364,2393,6434,11.1701393,30849.5136719
2365,2394,160,0.2777778,97.2500992
2366,2395,329,0.5711806,212.8249512
2367,2396,160,0.2777778,11362.6103516
2368,2397,293,0.5086806,21269.2167969
2369,2398,161,0.2795139,10279.8808594
2370,2399,1329,2.3072917,313301.4062500
2371,2400,171,0.2968750,15172.6865234
2372,2401,205,0.3559028,15031.1044922
2373,2402,126,0.2187500,6656.0512695
2374,2403,285,0.4947917,15794.6923828
2375,2404,82,0.1423611,2760.6379395
2376,2405,116,0.2013889,9192.4726563
2377,2406,329,0.5711806,45881.0859375
2378,2407,162,0.2812500,11556.0185547
2379,2408,510,0.8854167,30962.2773438
2380,2409,159,0.2760417,7287.9082031
2381,2410,214,0.3715278,7156.2114258
2382,2411,175,0.3038194,2919.0915527
2383,2412,179,0.3107639,6046.3564453
2384,2413,2003,3.4774306,105988.2656250
2385,2414,102,0.1770833,1554.5328369
2386,2415,182,0.3159722,10586.4082031
2387,2416,485,0.8420139,25902.5566406
2388,2417,249,0.4322917,15217.5371094
2389,2418,880,1.5277778,76018.3281250
2390,2419,204,0.3541667,16322.8867188
2391,2420,2268,3.9375000,112808.1875000
2392,2421,836,1.4513888,79229.5859375
2393,2422,700,1.2152778,58683.6054688
2394,2423,187,0.3246528,13405.5576172
2395,2424,114,0.1979167,5519.4394531
2396,2425,133,0.2309028,6018.4780273
2397,2426,642,1.1145834,24780.3828125
2398,2427,1017,1.7656250,69908.2578125
2399,2428,97,0.1684028,7099.9902344
2400,2429,139,0.2413194,13647.7128906
2401,2430,915,1.5885416,98936.1250000
2402,2431,92,0.1597222,71460.3671875
2403,2432,152,0.2638889,5504.7924805
2404,2433,97,0.1684028,8618.9257813
2405,2434,86,0.1493056,15893.8837891
2406,2435,6815,11.8315973,1300915.1250000
2407,2436,299,0.5190972,33423.4101563
2408,2437,318,0.5520833,2958.9782715
2409,2438,183,0.3177083,887.9804688
2410,2439,942,1.6354166,27026.4746094
2411,2440,321,0.5572917,7439.9628906
2412,2441,917,1.5920138,17854.2285156
2413,2442,126,0.2187500,2150.8708496
2414,2443,587,1.0190972,7660.8408203
2415,2444,331,0.5746528,8339.0546875
2416,2445,98,0.1701389,2744.0334473
2417,2446,130,0.2256944,2328.5910645
2418,2447,83,0.1440972,1927.9985352
2419,2448,241,0.4184028,88.1519394
2420,2449,2,0.0034722,0.5278620
2421,2450,1,0.0017361,0.3260156
2422,2451,141,0.2447917,58.9810562
2423,2452,8,0.0138889,3.0103686
2424,2453,150,0.2604167,62.4901543
2425,2454,443,0.7690972,174.9059448
2426,2455,29,0.0503472,10.6412020
2427,2456,68,0.1180556,25.1624660
2428,2457,93,0.1614583,31.6333046
2429,2458,9,0.0156250,2.2793410
2430,2459,3,0.0052083,0.6536846
2431,2461,80,0.1388889,28.2132435
2432,2462,477,0.8281250,160.6561584
2433,2463,18,0.0312500,3.4162979
2434,2464,321,0.5572917,101.9058456
2435,2465,139,0.2413194,43.7108345
2436,2466,222,0.3854167,80.0828934
2437,2467,57,0.0989583,20.1917477
2438,2468,33,0.0572917,11.0889206
2439,2469,330,0.5729167,126.9620972
2440,2470,2,0.0034722,0.5758147
2441,2471,207,0.3593750,83.1555252
2442,2472,176,0.3055556,68.8617935
2443,2473,609,1.0572916,266.2630005
2444,2474,205,0.3559028,92.0539017
2445,2475,542,0.9409722,232.6215210
2446,2476,9,0.0156250,3.5698292
2447,2477,323,0.5607639,290.3010864
2448,2478,33,0.0572917,30.1940269
2449,2479,11,0.0190972,10.2841082
2450,2480,148,0.2569444,152.7369690
2451,2481,940,1.6319444,920.9995728
2452,2482,95,0.1649306,141.2351685
2453,2483,196,0.3402778,336.9291382
2454,2484,150,0.2604167,203.6409454
2455,2485,206,0.3576389,189.1370544
